18,20141226,1245,Chelsea,13,1,90,,0,0,West Ham United,13,1,90,,0,0
18,20141226,1245,Chelsea,2,1,90,,0,0,West Ham United,18,1,90,,0,0
18,20141226,1245,Chelsea,24,1,90,,0,0,West Ham United,19,1,90,,1,0
18,20141226,1245,Chelsea,26,1,90,31,0,0,West Ham United,2,1,90,,1,0
18,20141226,1245,Chelsea,28,1,90,,0,0,West Ham United,3,1,90,,1,0
18,20141226,1245,Chelsea,4,1,90,,0,0,West Ham United,4,1,90,,0,0
18,20141226,1245,Chelsea,21,1,90,,0,0,West Ham United,16,1,59,,0,0
18,20141226,1245,Chelsea,22,1,86,,0,0,West Ham United,8,1,90,,0,0
18,20141226,1245,Chelsea,8,1,83,,0,0,West Ham United,11,1,74,,0,0
18,20141226,1245,Chelsea,10,1,90,,0,0,West Ham United,9,1,59,,0,0
18,20141226,1245,Chelsea,19,1,83,62,0,0,West Ham United,31,1,90,,0,0
18,20141226,1245,Chelsea,1,0,0,,0,0,West Ham United,7,0,0,,0,0
18,20141226,1245,Chelsea,3,0,0,,0,0,West Ham United,15,59,90,,0,0
18,20141226,1245,Chelsea,5,0,0,,0,0,West Ham United,17,0,0,,0,0
18,20141226,1245,Chelsea,7,86,90,,0,0,West Ham United,21,74,90,,0,0
18,20141226,1245,Chelsea,11,83,90,,0,0,West Ham United,22,0,0,,0,0
18,20141226,1245,Chelsea,12,83,90,,0,0,West Ham United,24,0,0,,0,0
18,20141226,1245,Chelsea,14,0,0,,0,0,West Ham United,30,59,90,,0,0
18,20141226,1500,Burnley,1,1,90,,0,0,Liverpool,1,1,16,,0,0
18,20141226,1500,Burnley,2,1,90,,0,0,Liverpool,4,1,45,,0,0
18,20141226,1500,Burnley,25,1,90,,0,0,Liverpool,37,1,90,,0,0
18,20141226,1500,Burnley,5,1,90,,0,0,Liverpool,17,1,90,,0,0
18,20141226,1500,Burnley,6,1,93,,0,0,Liverpool,14,1,90,,0,0
18,20141226,1500,Burnley,21,1,90,,0,0,Liverpool,8,1,90,,0,0
18,20141226,1500,Burnley,8,1,90,,0,0,Liverpool,21,1,90,,1,0
18,20141226,1500,Burnley,14,1,83,,0,0,Liverpool,50,1,90,,0,0
18,20141226,1500,Burnley,37,1,90,,0,0,Liverpool,10,1,73,,0,0
18,20141226,1500,Burnley,30,1,80,,0,0,Liverpool,31,1,90,62,0,0
18,20141226,1500,Burnley,10,1,90,,0,0,Liverpool,20,1,90,,0,0
18,20141226,1500,Burnley,7,83,90,,0,0,Liverpool,9,73,90,,0,0
18,20141226,1500,Burnley,9,80,90,,0,0,Liverpool,18,0,0,,0,0
18,20141226,1500,Burnley,11,0,0,,0,0,Liverpool,19,0,0,,0,0
18,20141226,1500,Burnley,18,0,0,,0,0,Liverpool,22,16,90,,0,0
18,20141226,1500,Burnley,19,93,90,,0,0,Liverpool,23,45,90,,0,0
18,20141226,1500,Burnley,22,0,0,,0,0,Liverpool,45,0,0,,0,0
18,20141226,1500,Burnley,28,0,0,,0,0,Liverpool,54,0,0,,0,0
18,20141226,1500,Crystal Palace,1,1,90,,0,0,Southampton,23,1,90,,0,0
18,20141226,1500,Crystal Palace,3,1,90,,0,0,Southampton,2,1,87,,0,0
18,20141226,1500,Crystal Palace,6,1,90,86,0,0,Southampton,5,1,90,,0,0
18,20141226,1500,Crystal Palace,27,1,90,,1,0,Southampton,17,1,90,53,0,0
18,20141226,1500,Crystal Palace,2,1,90,,0,0,Southampton,3,1,90,,0,0
18,20141226,1500,Crystal Palace,18,1,90,,0,0,Southampton,21,1,90,48,0,0
18,20141226,1500,Crystal Palace,15,1,90,,0,0,Southampton,16,1,90,,0,0
18,20141226,1500,Crystal Palace,28,1,67,,0,0,Southampton,8,1,56,,0,0
18,20141226,1500,Crystal Palace,42,1,90,,0,0,Southampton,4,1,90,,0,0
18,20141226,1500,Crystal Palace,10,1,48,,0,0,Southampton,10,1,90,17,0,0
18,20141226,1500,Crystal Palace,7,1,72,,0,0,Southampton,19,1,72,,0,0
18,20141226,1500,Crystal Palace,4,0,0,,0,0,Southampton,1,0,0,,0,0
18,20141226,1500,Crystal Palace,11,67,90,,0,0,Southampton,7,72,90,,0,0
18,20141226,1500,Crystal Palace,13,0,0,,0,0,Southampton,11,0,0,,0,0
18,20141226,1500,Crystal Palace,14,0,0,,0,0,Southampton,12,56,90,,0,0
18,20141226,1500,Crystal Palace,16,48,90,,0,0,Southampton,28,0,0,,0,0
18,20141226,1500,Crystal Palace,25,0,0,,0,0,Southampton,32,87,90,,0,0
18,20141226,1500,Crystal Palace,34,72,90,,0,0,Southampton,33,0,0,,0,0
18,20141226,1500,Everton,24,1,45,,0,0,Stoke City,1,1,90,,0,0
18,20141226,1500,Everton,23,1,90,,0,0,Stoke City,20,1,90,,1,0
18,20141226,1500,Everton,26,1,90,,0,0,Stoke City,17,1,90,,0,0
18,20141226,1500,Everton,6,1,45,,0,0,Stoke City,5,1,90,,0,0
18,20141226,1500,Everton,3,1,90,,0,0,Stoke City,3,1,90,,0,0
18,20141226,1500,Everton,16,1,69,,0,0,Stoke City,6,1,90,,0,0
18,20141226,1500,Everton,18,1,90,,1,0,Stoke City,15,1,90,,0,0
18,20141226,1500,Everton,11,1,90,,0,0,Stoke City,19,1,90,,1,0
18,20141226,1500,Everton,14,1,90,,1,0,Stoke City,27,1,67,38p,0,0
18,20141226,1500,Everton,20,1,90,,0,0,Stoke City,10,1,76,,0,0
18,20141226,1500,Everton,10,1,90,,0,0,Stoke City,18,1,92,,0,0
18,20141226,1500,Everton,1,45,90,,0,0,Stoke City,4,0,0,,0,0
18,20141226,1500,Everton,5,69,90,,0,0,Stoke City,8,0,0,,0,0
18,20141226,1500,Everton,7,0,0,,0,0,Stoke City,12,0,0,,0,0
18,20141226,1500,Everton,9,0,0,,0,0,Stoke City,16,67,90,,1,0
18,20141226,1500,Everton,15,0,0,,0,0,Stoke City,22,0,0,,0,0
18,20141226,1500,Everton,29,0,0,,0,0,Stoke City,24,76,90,,0,0
18,20141226,1500,Everton,30,45,90,,0,0,Stoke City,25,92,90,,0,0
18,20141226,1500,Leicester City,12,1,90,,0,0,Tottenham Hotspur,1,1,90,,0,0
18,20141226,1500,Leicester City,17,1,90,,0,0,Tottenham Hotspur,2,1,90,,1,0
18,20141226,1500,Leicester City,27,1,90,,0,0,Tottenham Hotspur,21,1,90,,0,0
18,20141226,1500,Leicester City,5,1,90,,0,0,Tottenham Hotspur,5,1,90,,1,0
18,20141226,1500,Leicester City,3,1,83,,0,0,Tottenham Hotspur,3,1,90,,0,0
18,20141226,1500,Leicester City,26,1,90,,0,0,Tottenham Hotspur,25,1,45,,0,0
18,20141226,1500,Leicester City,4,1,90,,0,0,Tottenham Hotspur,42,1,90,,0,0
18,20141226,1500,Leicester City,10,1,45,,0,0,Tottenham Hotspur,11,1,90,,0,0
18,20141226,1500,Leicester City,15,1,90,,0,0,Tottenham Hotspur,23,1,90,71,0,0
18,20141226,1500,Leicester City,35,1,75,,0,0,Tottenham Hotspur,22,1,63,,0,0
18,20141226,1500,Leicester City,23,1,90,48,0,0,Tottenham Hotspur,18,1,84,1,0,0
18,20141226,1500,Leicester City,2,0,0,,0,0,Tottenham Hotspur,6,0,0,,0,0
18,20141226,1500,Leicester City,7,0,0,,0,0,Tottenham Hotspur,8,84,90,,0,0
18,20141226,1500,Leicester City,8,45,90,,0,0,Tottenham Hotspur,9,63,90,,0,0
18,20141226,1500,Leicester City,9,75,90,,1,0,Tottenham Hotspur,13,0,0,,0,0
18,20141226,1500,Leicester City,19,0,0,,0,0,Tottenham Hotspur,17,0,0,,0,0
18,20141226,1500,Leicester City,24,83,90,,0,0,Tottenham Hotspur,33,0,0,,0,0
