4,20140913,1245,"Arsenal",1,1,90,,0,0,"Manchester City",1,1,90,,0,0
4,20140913,1245,"Arsenal",4,1,90,,0,0,"Manchester City",22,1,90,,0,0
4,20140913,1245,"Arsenal",2,1,81,,0,0,"Manchester City",4,1,90,,0,0
4,20140913,1245,"Arsenal",18,1,90,,1,0,"Manchester City",5,1,90,,1,0
4,20140913,1245,"Arsenal",6,1,90,,0,0,"Manchester City",26,1,90,83,0,0
4,20140913,1245,"Arsenal",20,1,95,,1,0,"Manchester City",15,1,90,,0,0
4,20140913,1245,"Arsenal",17,1,90,74,1,0,"Manchester City",21,1,90,,0,0
4,20140913,1245,"Arsenal",11,1,90,,0,0,"Manchester City",25,1,77,,1,0
4,20140913,1245,"Arsenal",16,1,90,,0,0,"Manchester City",18,1,45,,1,0
4,20140913,1245,"Arsenal",10,1,90,63,0,0,"Manchester City",7,1,90,,0,0
4,20140913,1245,"Arsenal",23,1,88,,0,0,"Manchester City",16,1,67,28,1,0
4,20140913,1245,"Arsenal",3,0,0,,0,0,"Manchester City",3,0,0,,0,0
4,20140913,1245,"Arsenal",8,95,97,,0,0,"Manchester City",8,45,90,,0,0
4,20140913,1245,"Arsenal",9,0,0,,0,0,"Manchester City",10,67,90,,0,0
4,20140913,1245,"Arsenal",13,0,0,,0,0,"Manchester City",11,77,90,,0,0
4,20140913,1245,"Arsenal",15,88,90,,0,0,"Manchester City",12,0,0,,0,0
4,20140913,1245,"Arsenal",19,0,0,,0,0,"Manchester City",13,0,0,,0,0
4,20140913,1245,"Arsenal",21,81,90,,0,0,"Manchester City",20,0,0,,0,0
4,20140913,1500,"Chelsea",13,1,90,,0,0,"Swansea City",1,1,90,,0,0
4,20140913,1500,"Chelsea",26,1,90,"11o",0,0,"Swansea City",6,1,90,,0,0
4,20140913,1500,"Chelsea",24,1,90,,0,0,"Swansea City",22,1,90,,0,0
4,20140913,1500,"Chelsea",2,1,90,,0,0,"Swansea City",2,1,45,,1,0
4,20140913,1500,"Chelsea",28,1,90,,0,0,"Swansea City",3,1,90,,1,0
4,20140913,1500,"Chelsea",4,1,82,,0,0,"Swansea City",23,1,90,,0,0
4,20140913,1500,"Chelsea",10,1,90,,0,0,"Swansea City",4,1,90,,0,0
4,20140913,1500,"Chelsea",8,1,90,,0,0,"Swansea City",12,1,90,,0,0
4,20140913,1500,"Chelsea",21,1,90,,0,0,"Swansea City",15,1,66,,0,0
