21,20150110,1245,Sunderland,1,1,90,,0,0,Liverpool,22,1,90,,0,0
21,20150110,1245,Sunderland,27,1,90,,1,0,Liverpool,23,1,90,,0,0
21,20150110,1245,Sunderland,16,1,90,,0,0,Liverpool,37,1,90,,0,0
21,20150110,1245,Sunderland,5,1,90,,0,0,Liverpool,17,1,90,,0,0
21,20150110,1245,Sunderland,3,1,90,,0,0,Liverpool,50,1,90,8,0,0
21,20150110,1245,Sunderland,4,1,49,,2,0,Liverpool,14,1,90,,1,0
21,20150110,1245,Sunderland,11,1,86,,0,0,Liverpool,21,1,90,,0,0
21,20150110,1245,Sunderland,7,1,90,,0,0,Liverpool,18,1,90,,0,0
21,20150110,1245,Sunderland,14,1,90,,0,0,Liverpool,8,1,45,,0,0
21,20150110,1245,Sunderland,23,1,77,,0,0,Liverpool,29,1,67,,1,0
21,20150110,1245,Sunderland,10,1,77,,0,0,Liverpool,10,1,90,,1,0
21,20150110,1245,Sunderland,2,0,0,,0,0,Liverpool,3,0,0,,0,0
21,20150110,1245,Sunderland,19,77,90,,0,0,Liverpool,6,45,90,,1,0
21,20150110,1245,Sunderland,20,0,0,,0,0,Liverpool,9,0,0,,0,0
21,20150110,1245,Sunderland,25,0,0,,0,0,Liverpool,19,0,0,,0,0
21,20150110,1245,Sunderland,30,77,90,,0,0,Liverpool,45,67,90,,0,0
21,20150110,1245,Sunderland,38,86,90,,0,0,Liverpool,46,0,0,,0,0
21,20150110,1245,Sunderland,42,0,0,,0,0,Liverpool,52,0,0,,0,0
21,20150110,1500,Burnley,1,1,90,,0,0,Queens Park Rangers,1,1,90,,0,0
21,20150110,1500,Burnley,2,1,90,,0,0,Queens Park Rangers,14,1,90,,0,0
21,20150110,1500,Burnley,25,1,90,,0,0,Queens Park Rangers,22,1,90,,0,0
21,20150110,1500,Burnley,5,1,90,,0,0,Queens Park Rangers,4,1,90,,0,0
21,20150110,1500,Burnley,6,1,90,,0,0,Queens Park Rangers,6,1,75,,0,0
21,20150110,1500,Burnley,21,1,90,,0,0,Queens Park Rangers,24,1,76,,0,0
21,20150110,1500,Burnley,8,1,90,,1,0,Queens Park Rangers,20,1,69,,0,0
21,20150110,1500,Burnley,14,1,90,,0,0,Queens Park Rangers,8,1,90,,1,0
21,20150110,1500,Burnley,37,1,90,12,0,0,Queens Park Rangers,10,1,90,,0,0
21,20150110,1500,Burnley,30,1,73,,1,0,Queens Park Rangers,27,1,90,,0,0
21,20150110,1500,Burnley,10,1,90,37,0,0,Queens Park Rangers,9,1,90,33p,0,0
21,20150110,1500,Burnley,4,0,0,,0,0,Queens Park Rangers,3,75,90,,1,0
21,20150110,1500,Burnley,7,0,0,,0,0,Queens Park Rangers,7,0,0,,0,0
21,20150110,1500,Burnley,9,73,90,,0,0,Queens Park Rangers,12,0,0,,0,0
21,20150110,1500,Burnley,11,0,0,,0,0,Queens Park Rangers,15,0,0,,0,0
21,20150110,1500,Burnley,18,0,0,,0,0,Queens Park Rangers,17,0,0,,0,0
21,20150110,1500,Burnley,19,0,0,,0,0,Queens Park Rangers,25,69,90,,0,0
21,20150110,1500,Burnley,22,0,0,,0,0,Queens Park Rangers,29,76,90,,0,0
21,20150110,1500,Chelsea,1,1,90,,0,0,Newcastle United,1,1,90,,0,0
21,20150110,1500,Chelsea,2,1,90,,0,0,Newcastle United,22,1,90,,0,0
21,20150110,1500,Chelsea,5,1,90,,0,0,Newcastle United,6,1,90,,1,0
21,20150110,1500,Chelsea,26,1,90,,0,0,Newcastle United,2,1,90,,0,0
