25,20150210,1945,Arsenal,13,1,90,,0,0,Leicester City,32,1,90,,0,0
25,20150210,1945,Arsenal,39,1,90,,0,0,Leicester City,17,1,90,,1,0
25,20150210,1945,Arsenal,4,1,90,,0,0,Leicester City,5,1,81,,0,0
25,20150210,1945,Arsenal,6,1,90,27,0,0,Leicester City,14,1,90,,0,0
25,20150210,1945,Arsenal,18,1,90,,0,0,Leicester City,6,1,59,,0,0
25,20150210,1945,Arsenal,7,1,90,,1,0,Leicester City,3,1,90,,0,0
25,20150210,1945,Arsenal,34,1,90,,0,0,Leicester City,26,1,90,,0,0
25,20150210,1945,Arsenal,19,1,90,,0,0,Leicester City,8,1,90,,0,0
25,20150210,1945,Arsenal,14,1,73,41,0,0,Leicester City,19,1,90,,0,0
25,20150210,1945,Arsenal,17,1,68,,0,0,Leicester City,15,1,86,,0,0
25,20150210,1945,Arsenal,11,1,90,,0,0,Leicester City,40,1,90,61,0,0
25,20150210,1945,Arsenal,1,0,0,,0,0,Leicester City,4,0,0,,0,0
25,20150210,1945,Arsenal,3,0,0,,0,0,Leicester City,10,0,0,,0,0
25,20150210,1945,Arsenal,5,0,0,,0,0,Leicester City,11,0,0,,0,0
25,20150210,1945,Arsenal,12,68,90,,1,0,Leicester City,12,0,0,,0,0
25,20150210,1945,Arsenal,16,73,82,,0,0,Leicester City,23,81,90,,0,0
25,20150210,1945,Arsenal,20,82,90,,0,0,Leicester City,27,59,90,,1,0
25,20150210,1945,Arsenal,23,0,0,,0,0,Leicester City,35,86,90,,0,0
25,20150210,1945,Hull City,1,1,90,,0,0,Aston Villa,1,1,90,,0,0
25,20150210,1945,Hull City,21,1,90,,1,0,Aston Villa,21,1,90,,1,0
25,20150210,1945,Hull City,4,1,90,,0,0,Aston Villa,5,1,90,,0,0
25,20150210,1945,Hull City,15,1,90,,0,0,Aston Villa,6,1,90,,0,0
25,20150210,1945,Hull City,27,1,90,,0,0,Aston Villa,23,1,90,,0,0
25,20150210,1945,Hull City,14,1,94,,0,0,Aston Villa,25,1,90,,0,0
25,20150210,1945,Hull City,8,1,90,,0,0,Aston Villa,15,1,90,,0,0
25,20150210,1945,Hull City,7,1,90,,0,0,Aston Villa,16,1,90,,0,0
25,20150210,1945,Hull City,11,1,90,,0,0,Aston Villa,9,1,59,,0,0
25,20150210,1945,Hull City,18,1,66,22,0,0,Aston Villa,11,1,90,,1,0
25,20150210,1945,Hull City,28,1,87,74,0,0,Aston Villa,10,1,45,,0,0
25,20150210,1945,Hull City,6,0,0,,0,0,Aston Villa,4,0,0,,0,0
25,20150210,1945,Hull City,9,87,90,,0,0,Aston Villa,7,0,0,,0,0
25,20150210,1945,Hull City,22,0,0,,0,0,Aston Villa,8,0,0,,0,0
25,20150210,1945,Hull City,24,0,0,,0,0,Aston Villa,12,59,90,,0,0
25,20150210,1945,Hull City,25,66,90,,0,0,Aston Villa,20,45,90,,0,0
25,20150210,1945,Hull City,26,0,0,,0,0,Aston Villa,24,0,0,,0,0
