22,20150117,1500,Aston Villa,1,1,90,,0,0,Liverpool,22,1,90,,0,0
22,20150117,1500,Aston Villa,21,1,90,,0,0,Liverpool,23,1,90,,0,0
22,20150117,1500,Aston Villa,5,1,90,,1,0,Liverpool,37,1,90,,0,0
22,20150117,1500,Aston Villa,2,1,90,,0,0,Liverpool,17,1,90,,0,0
22,20150117,1500,Aston Villa,23,1,90,,0,0,Liverpool,50,1,90,,0,0
22,20150117,1500,Aston Villa,24,1,90,,0,0,Liverpool,14,1,90,,0,0
22,20150117,1500,Aston Villa,15,1,59,,0,0,Liverpool,21,1,90,,0,0
22,20150117,1500,Aston Villa,16,1,90,,0,0,Liverpool,18,1,71,,0,0
22,20150117,1500,Aston Villa,8,1,59,,0,0,Liverpool,31,1,85,,0,0
22,20150117,1500,Aston Villa,20,1,90,,0,0,Liverpool,29,1,71,24,0,0
22,20150117,1500,Aston Villa,11,1,90,,0,0,Liverpool,10,1,90,,0,0
22,20150117,1500,Aston Villa,7,0,0,,0,0,Liverpool,3,71,90,,0,0
22,20150117,1500,Aston Villa,10,59,90,,0,0,Liverpool,9,71,90,79,1,0
22,20150117,1500,Aston Villa,18,0,0,,0,0,Liverpool,19,0,0,,0,0
22,20150117,1500,Aston Villa,25,59,90,,0,0,Liverpool,20,0,0,,0,0
22,20150117,1500,Aston Villa,28,0,0,,0,0,Liverpool,33,85,90,,0,0
22,20150117,1500,Aston Villa,31,0,0,,0,0,Liverpool,49,0,0,,0,0
22,20150117,1500,Aston Villa,34,0,0,,0,0,Liverpool,52,0,0,,0,0
22,20150117,1500,Burnley,1,1,90,,0,0,Crystal Palace,1,1,90,,0,0
22,20150117,1500,Burnley,2,1,90,,0,0,Crystal Palace,2,1,90,,1,0
22,20150117,1500,Burnley,25,1,90,,0,0,Crystal Palace,6,1,90,,1,0
22,20150117,1500,Burnley,5,1,90,,1,0,Crystal Palace,27,1,90,,0,0
22,20150117,1500,Burnley,6,1,90,12,0,0,Crystal Palace,34,1,83,,0,0
22,20150117,1500,Burnley,21,1,91,,0,0,Crystal Palace,42,1,90,48,0,0
22,20150117,1500,Burnley,8,1,90,,0,0,Crystal Palace,18,1,90,,0,0
22,20150117,1500,Burnley,14,1,92,,0,0,Crystal Palace,28,1,90,,0,0
22,20150117,1500,Burnley,37,1,90,,0,0,Crystal Palace,11,1,70,,0,0
22,20150117,1500,Burnley,30,1,73,,0,0,Crystal Palace,9,1,79,,1,0
22,20150117,1500,Burnley,10,1,90,16,0,0,Crystal Palace,16,1,90,28+87,0,0
22,20150117,1500,Burnley,4,0,0,,0,0,Crystal Palace,3,83,90,,0,0
22,20150117,1500,Burnley,7,92,90,,0,0,Crystal Palace,4,0,0,,0,0
22,20150117,1500,Burnley,9,73,90,,0,0,Crystal Palace,8,70,90,,0,0
22,20150117,1500,Burnley,11,0,0,,0,0,Crystal Palace,10,0,0,,0,0
22,20150117,1500,Burnley,17,91,90,,0,0,Crystal Palace,13,0,0,,0,0
22,20150117,1500,Burnley,18,0,0,,0,0,Crystal Palace,14,0,0,,0,0
22,20150117,1500,Burnley,22,0,0,,0,0,Crystal Palace,17,79,90,,0,0
22,20150117,1500,Leicester City,12,1,90,,0,0,Stoke City,1,1,90,,0,0
22,20150117,1500,Leicester City,17,1,90,,0,0,Stoke City,2,1,90,,0,0
22,20150117,1500,Leicester City,27,1,90,,1,0,Stoke City,26,1,90,,0,0
22,20150117,1500,Leicester City,5,1,90,,0,0,Stoke City,5,1,90,,0,0
22,20150117,1500,Leicester City,3,1,90,,0,0,Stoke City,12,1,90,,0,0
22,20150117,1500,Leicester City,24,1,90,,0,0,Stoke City,6,1,90,,0,0
22,20150117,1500,Leicester City,4,1,90,,0,0,Stoke City,15,1,90,,0,0
22,20150117,1500,Leicester City,10,1,90,,0,0,Stoke City,10,1,81,,0,0
22,20150117,1500,Leicester City,15,1,71,,0,0,Stoke City,27,1,90,63,0,0
22,20150117,1500,Leicester City,9,1,65,,0,0,Stoke City,13,1,86,,0,0
22,20150117,1500,Leicester City,35,1,71,,0,0,Stoke City,19,1,90,,0,0
22,20150117,1500,Leicester City,2,0,0,,0,0,Stoke City,4,0,0,,0,0
22,20150117,1500,Leicester City,11,0,0,,0,0,Stoke City,7,0,0,,0,0
22,20150117,1500,Leicester City,16,71,90,,0,0,Stoke City,16,0,0,,0,0
22,20150117,1500,Leicester City,18,0,0,,0,0,Stoke City,20,86,90,,0,0
22,20150117,1500,Leicester City,23,71,90,,0,0,Stoke City,21,0,0,,0,0
22,20150117,1500,Leicester City,32,0,0,,0,0,Stoke City,22,0,0,,0,0
22,20150117,1500,Leicester City,40,65,90,,0,0,Stoke City,25,81,90,,0,0
22,20150117,1500,Queens Park Rangers,1,1,90,,0,0,Manchester United,1,1,90,,0,0
22,20150117,1500,Queens Park Rangers,14,1,90,,1,0,Manchester United,4,1,90,,0,0
22,20150117,1500,Queens Park Rangers,22,1,45,,0,0,Manchester United,6,1,57,,0,0
22,20150117,1500,Queens Park Rangers,15,1,90,,0,0,Manchester United,5,1,90,,1,0
22,20150117,1500,Queens Park Rangers,6,1,90,,1,0,Manchester United,16,1,90,,0,0
22,20150117,1500,Queens Park Rangers,24,1,90,,0,0,Manchester United,25,1,90,,0,0
22,20150117,1500,Queens Park Rangers,8,1,90,,1,0,Manchester United,8,1,45,,1,0
22,20150117,1500,Queens Park Rangers,20,1,90,,0,0,Manchester United,10,1,90,,0,0
22,20150117,1500,Queens Park Rangers,10,1,70,,0,0,Manchester United,17,1,90,,0,0
22,20150117,1500,Queens Park Rangers,9,1,90,,0,0,Manchester United,7,1,95,,0,0
22,20150117,1500,Queens Park Rangers,25,1,80,,0,0,Manchester United,9,1,90,,0,0
22,20150117,1500,Queens Park Rangers,4,45,90,,0,0,Manchester United,11,0,0,,0,0
22,20150117,1500,Queens Park Rangers,5,0,0,,0,0,Manchester United,12,0,0,,0,0
22,20150117,1500,Queens Park Rangers,12,0,0,,0,0,Manchester United,21,95,90,,0,0
22,20150117,1500,Queens Park Rangers,19,80,90,,0,0,Manchester United,31,45,90,58,0,0
22,20150117,1500,Queens Park Rangers,23,0,0,,0,0,Manchester United,32,0,0,,0,0
22,20150117,1500,Queens Park Rangers,27,70,90,,0,0,Manchester United,33,0,0,,0,0
22,20150117,1500,Queens Park Rangers,29,0,0,,0,0,Manchester United,49,57,90,90,0,0
22,20150117,1500,Swansea City,1,1,90,,0,0,Chelsea,1,1,90,,0,0
22,20150117,1500,Swansea City,19,1,90,,0,0,Chelsea,2,1,90,,0,0
22,20150117,1500,Swansea City,33,1,90,,0,0,Chelsea,24,1,90,,0,0
22,20150117,1500,Swansea City,6,1,90,,0,0,Chelsea,26,1,90,,0,0
22,20150117,1500,Swansea City,3,1,90,,0,0,Chelsea,3,1,90,,0,0
22,20150117,1500,Swansea City,23,1,90,,0,0,Chelsea,4,1,74,,0,0
