9,20141025,1245,"West Ham United",13,1,90,,0,0,"Manchester City",1,1,90,,0,0
9,20141025,1245,"West Ham United",18,1,90,,0,0,"Manchester City",5,1,90,,0,0
9,20141025,1245,"West Ham United",19,1,90,,0,0,"Manchester City",4,1,90,,1,0
9,20141025,1245,"West Ham United",2,1,90,,0,0,"Manchester City",20,1,90,,0,0
9,20141025,1245,"West Ham United",3,1,90,,0,0,"Manchester City",22,1,78,,0,0
9,20141025,1245,"West Ham United",30,1,90,,1,0,"Manchester City",15,1,90,,0,0
9,20141025,1245,"West Ham United",16,1,90,,0,0,"Manchester City",42,1,90,,0,0
9,20141025,1245,"West Ham United",21,1,67,21,1,0,"Manchester City",6,1,78,,0,0
9,20141025,1245,"West Ham United",11,1,90,,0,0,"Manchester City",21,1,90,77,0,0
9,20141025,1245,"West Ham United",31,1,76,,0,0,"Manchester City",10,1,59,,0,0
9,20141025,1245,"West Ham United",15,1,89,75,0,0,"Manchester City",16,1,90,,0,0
9,20141025,1245,"West Ham United",4,89,90,,0,0,"Manchester City",3,0,0,,0,0
9,20141025,1245,"West Ham United",8,67,90,,0,0,"Manchester City",7,78,90,,0,0
9,20141025,1245,"West Ham United",12,0,0,,0,0,"Manchester City",11,78,90,,0,0
9,20141025,1245,"West Ham United",17,0,0,,0,0,"Manchester City",13,0,0,,0,0
9,20141025,1245,"West Ham United",22,0,0,,0,0,"Manchester City",25,0,0,,0,0
9,20141025,1245,"West Ham United",23,0,0,,0,0,"Manchester City",26,0,0,,0,0
9,20141025,1245,"West Ham United",24,76,90,,0,0,"Manchester City",35,59,90,,0,0
9,20141025,1500,"Liverpool",22,1,90,,0,0,"Hull City",16,1,90,,0,0
9,20141025,1500,"Liverpool",19,1,90,,0,0,"Hull City",5,1,90,,0,0
9,20141025,1500,"Liverpool",37,1,90,,0,0,"Hull City",4,1,90,,0,0
9,20141025,1500,"Liverpool",6,1,90,,0,0,"Hull City",6,1,90,,0,0
9,20141025,1500,"Liverpool",18,1,90,,0,0,"Hull City",27,1,90,,0,0
9,20141025,1500,"Liverpool",24,1,61,,0,0,"Hull City",14,1,90,,0,0
