2,20140823,1245,"Aston Villa",1,1,90,,0,0,"Newcastle United",1,1,90,,0,0
2,20140823,1245,"Aston Villa",2,1,90,,0,0,"Newcastle United",22,1,90,,0,0
2,20140823,1245,"Aston Villa",23,1,82,,0,0,"Newcastle United",36,1,90,,0,0
2,20140823,1245,"Aston Villa",15,1,90,,0,0,"Newcastle United",14,1,90,,0,0
2,20140823,1245,"Aston Villa",14,1,90,,1,0,"Newcastle United",6,1,90,,2,0
2,20140823,1245,"Aston Villa",4,1,90,,0,0,"Newcastle United",2,1,90,,0,0
2,20140823,1245,"Aston Villa",18,1,76,,0,0,"Newcastle United",20,1,90,,0,0
2,20140823,1245,"Aston Villa",16,1,90,,0,0,"Newcastle United",8,1,70,,0,0
2,20140823,1245,"Aston Villa",11,1,90,,0,0,"Newcastle United",29,1,77,,0,0
2,20140823,1245,"Aston Villa",28,1,62,,1,0,"Newcastle United",7,1,90,,0,0
2,20140823,1245,"Aston Villa",10,1,90,,1,0,"Newcastle United",11,1,90,,0,0
2,20140823,1245,"Aston Villa",2,82,90,,0,0,"Newcastle United",10,70,90,,0,0
2,20140823,1245,"Aston Villa",7,0,0,,0,0,"Newcastle United",17,77,92,,0,0
2,20140823,1245,"Aston Villa",12,0,0,,0,0,"Newcastle United",19,0,0,,0,0
2,20140823,1245,"Aston Villa",19,76,90,,0,0,"Newcastle United",21,0,0,,0,0
2,20140823,1245,"Aston Villa",24,62,90,,1,0,"Newcastle United",25,0,0,,0,0
2,20140823,1245,"Aston Villa",31,0,0,,0,0,"Newcastle United",27,92,90,,0,0
2,20140823,1245,"Aston Villa",40,0,0,,0,0,"Newcastle United",30,0,0,,0,0
2,20140823,1500,"Chelsea",13,1,90,,0,0,"Leicester City",1,1,90,,0,0
2,20140823,1500,"Chelsea",26,1,90,,0,0,"Leicester City",5,1,90,,0,0
2,20140823,1500,"Chelsea",24,1,90,,0,0,"Leicester City",2,1,90,,0,0
2,20140823,1500,"Chelsea",2,1,90,,0,0,"Leicester City",18,1,90,,0,0
2,20140823,1500,"Chelsea",28,1,90,,0,0,"Leicester City",3,1,90,,0,0
2,20140823,1500,"Chelsea",8,1,70,,0,0,"Leicester City",26,1,68,,0,0
2,20140823,1500,"Chelsea",21,1,90,,0,0,"Leicester City",10,1,90,,0,0
2,20140823,1500,"Chelsea",14,1,64,,0,0,"Leicester City",7,1,73,,1,0
2,20140823,1500,"Chelsea",4,1,90,,0,0,"Leicester City",15,1,90,,0,0
2,20140823,1500,"Chelsea",10,1,90,77,0,0,"Leicester City",23,1,84,,0,0
2,20140823,1500,"Chelsea",19,1,80,62,0,0,"Leicester City",35,1,90,,0,0
2,20140823,1500,"Chelsea",1,0,0,,0,0,"Leicester City",11,68,90,,0,0
2,20140823,1500,"Chelsea",3,0,0,,0,0,"Leicester City",12,0,0,,0,0
2,20140823,1500,"Chelsea",5,0,0,,0,0,"Leicester City",20,0,0,,0,0
2,20140823,1500,"Chelsea",7,64,90,,0,0,"Leicester City",22,73,90,,0,0
2,20140823,1500,"Chelsea",11,80,90,,0,0,"Leicester City",24,0,0,,0,0
2,20140823,1500,"Chelsea",12,0,0,,0,0,"Leicester City",27,0,0,,0,0
