27,20150228,1245,West Ham United,,1,90,,0,0,Crystal Palace,,1,90,,0,0
27,20150228,1245,West Ham United,,1,90,,0,0,Crystal Palace,,1,90,,0,0
27,20150228,1245,West Ham United,,1,90,,0,0,Crystal Palace,,1,90,,0,0
27,20150228,1245,West Ham United,,1,90,,0,0,Crystal Palace,,1,90,,0,0
27,20150228,1245,West Ham United,,1,90,,0,0,Crystal Palace,,1,90,,0,0
27,20150228,1245,West Ham United,,1,90,,0,0,Crystal Palace,,1,90,,0,0
27,20150228,1245,West Ham United,,1,90,,0,0,Crystal Palace,,1,90,,0,0
27,20150228,1245,West Ham United,,1,90,,0,0,Crystal Palace,,1,90,,0,0
27,20150228,1245,West Ham United,,1,90,,0,0,Crystal Palace,,1,90,,0,0
27,20150228,1245,West Ham United,,1,90,,0,0,Crystal Palace,,1,90,,0,0
27,20150228,1245,West Ham United,,1,90,,0,0,Crystal Palace,,1,90,,0,0
27,20150228,1245,West Ham United,,0,0,,0,0,Crystal Palace,,0,0,,0,0
27,20150228,1245,West Ham United,,0,0,,0,0,Crystal Palace,,0,0,,0,0
27,20150228,1245,West Ham United,,0,0,,0,0,Crystal Palace,,0,0,,0,0
27,20150228,1245,West Ham United,,0,0,,0,0,Crystal Palace,,0,0,,0,0
27,20150228,1245,West Ham United,,0,0,,0,0,Crystal Palace,,0,0,,0,0
27,20150228,1245,West Ham United,,0,0,,0,0,Crystal Palace,,0,0,,0,0
27,20150228,1245,West Ham United,,0,0,,0,0,Crystal Palace,,0,0,,0,0
27,20150228,1500,Burnley,,1,90,,0,0,Swansea City,,1,90,,0,0
27,20150228,1500,Burnley,,1,90,,0,0,Swansea City,,1,90,,0,0
27,20150228,1500,Burnley,,1,90,,0,0,Swansea City,,1,90,,0,0
27,20150228,1500,Burnley,,1,90,,0,0,Swansea City,,1,90,,0,0
27,20150228,1500,Burnley,,1,90,,0,0,Swansea City,,1,90,,0,0
27,20150228,1500,Burnley,,1,90,,0,0,Swansea City,,1,90,,0,0
27,20150228,1500,Burnley,,1,90,,0,0,Swansea City,,1,90,,0,0
27,20150228,1500,Burnley,,1,90,,0,0,Swansea City,,1,90,,0,0
27,20150228,1500,Burnley,,1,90,,0,0,Swansea City,,1,90,,0,0
27,20150228,1500,Burnley,,1,90,,0,0,Swansea City,,1,90,,0,0
27,20150228,1500,Burnley,,1,90,,0,0,Swansea City,,1,90,,0,0
27,20150228,1500,Burnley,,0,0,,0,0,Swansea City,,0,0,,0,0
27,20150228,1500,Burnley,,0,0,,0,0,Swansea City,,0,0,,0,0
27,20150228,1500,Burnley,,0,0,,0,0,Swansea City,,0,0,,0,0
27,20150228,1500,Burnley,,0,0,,0,0,Swansea City,,0,0,,0,0
27,20150228,1500,Burnley,,0,0,,0,0,Swansea City,,0,0,,0,0
27,20150228,1500,Burnley,,0,0,,0,0,Swansea City,,0,0,,0,0
27,20150228,1500,Burnley,,0,0,,0,0,Swansea City,,0,0,,0,0
27,20150228,1500,Manchester United,,1,90,,0,0,Sunderland,,1,90,,0,0
27,20150228,1500,Manchester United,,1,90,,0,0,Sunderland,,1,90,,0,0
27,20150228,1500,Manchester United,,1,90,,0,0,Sunderland,,1,90,,0,0
27,20150228,1500,Manchester United,,1,90,,0,0,Sunderland,,1,90,,0,0
27,20150228,1500,Manchester United,,1,90,,0,0,Sunderland,,1,90,,0,0
