23,20150131,1245,Hull City,1,1,90,,0,0,Newcastle United,1,1,90,,0,0
23,20150131,1245,Hull City,27,1,90,,1,0,Newcastle United,22,1,90,,0,0
23,20150131,1245,Hull City,21,1,90,,0,0,Newcastle United,6,1,90,,0,0
23,20150131,1245,Hull City,6,1,90,,0,0,Newcastle United,2,1,90,,0,0
23,20150131,1245,Hull City,26,1,71,,1,0,Newcastle United,19,1,90,,0,0
23,20150131,1245,Hull City,7,1,56,,1,0,Newcastle United,8,1,90,,1,0
23,20150131,1245,Hull City,14,1,90,,1,0,Newcastle United,14,1,90,,0,0
23,20150131,1245,Hull City,8,1,90,,0,0,Newcastle United,20,1,72,40,0,0
23,20150131,1245,Hull City,25,1,90,,0,0,Newcastle United,7,1,90,,0,0
23,20150131,1245,Hull City,9,1,67,,0,0,Newcastle United,28,1,92,50,0,0
23,20150131,1245,Hull City,18,1,90,,0,0,Newcastle United,17,1,82,,0,0
23,20150131,1245,Hull City,4,0,0,,0,0,Newcastle United,3,0,0,,0,0
23,20150131,1245,Hull City,11,71,90,,0,0,Newcastle United,9,82,90,,0,0
23,20150131,1245,Hull City,15,0,0,,0,0,Newcastle United,11,72,90,78,0,0
23,20150131,1245,Hull City,22,0,0,,0,0,Newcastle United,25,0,0,,0,0
23,20150131,1245,Hull City,23,67,90,,0,0,Newcastle United,29,0,0,,0,0
23,20150131,1245,Hull City,24,56,90,,0,0,Newcastle United,30,92,90,,0,0
23,20150131,1245,Hull City,29,0,0,,0,0,Newcastle United,31,0,0,,0,0
23,20150131,1500,Crystal Palace,1,1,90,,0,0,Everton,1,1,90,,1,0
23,20150131,1500,Crystal Palace,2,1,90,,0,0,Everton,23,1,90,,0,0
23,20150131,1500,Crystal Palace,6,1,90,,0,0,Everton,26,1,90,,0,0
23,20150131,1500,Crystal Palace,27,1,90,,0,0,Everton,6,1,90,,0,0
23,20150131,1500,Crystal Palace,34,1,65,,0,0,Everton,3,1,90,,1,0
23,20150131,1500,Crystal Palace,42,1,90,,0,0,Everton,17,1,90,,0,0
23,20150131,1500,Crystal Palace,18,1,90,,0,0,Everton,18,1,90,,0,0
23,20150131,1500,Crystal Palace,28,1,90,,0,0,Everton,7,1,90,,0,0
23,20150131,1500,Crystal Palace,16,1,90,,0,0,Everton,14,1,90,,0,0
23,20150131,1500,Crystal Palace,29,1,25,,0,0,Everton,11,1,68,,0,0
23,20150131,1500,Crystal Palace,9,1,71,,0,0,Everton,10,1,92,2,0,0
23,20150131,1500,Crystal Palace,3,0,0,,0,0,Everton,4,0,0,,0,0
23,20150131,1500,Crystal Palace,4,0,0,,0,0,Everton,8,68,90,,1,0
23,20150131,1500,Crystal Palace,10,0,0,,0,0,Everton,9,92,90,,0,0
23,20150131,1500,Crystal Palace,11,65,90,,0,0,Everton,15,0,0,,0,0
23,20150131,1500,Crystal Palace,13,0,0,,0,0,Everton,20,0,0,,0,0
23,20150131,1500,Crystal Palace,17,71,90,,0,0,Everton,30,0,0,,0,0
23,20150131,1500,Crystal Palace,22,25,90,,0,0,Everton,45,0,0,,0,0
23,20150131,1500,Liverpool,22,1,90,,0,0,West Ham United,13,1,90,,0,0
23,20150131,1500,Liverpool,23,1,90,,0,0,West Ham United,17,1,90,,0,0
23,20150131,1500,Liverpool,37,1,90,,0,0,West Ham United,19,1,74,,0,0
23,20150131,1500,Liverpool,17,1,90,,0,0,West Ham United,2,1,90,,0,0
23,20150131,1500,Liverpool,50,1,68,,0,0,West Ham United,3,1,90,,0,0
23,20150131,1500,Liverpool,14,1,90,,0,0,West Ham United,30,1,90,,0,0
23,20150131,1500,Liverpool,21,1,90,,0,0,West Ham United,21,1,55,,0,0
23,20150131,1500,Liverpool,18,1,90,,0,0,West Ham United,11,1,90,,0,0
23,20150131,1500,Liverpool,20,1,90,,0,0,West Ham United,4,1,90,,0,0
23,20150131,1500,Liverpool,10,1,81,,0,0,West Ham United,31,1,90,,0,0
23,20150131,1500,Liverpool,31,1,90,51,1,0,West Ham United,9,1,63,,1,0
