24,20150207,1500,Aston Villa,1,1,90,,0,0,Chelsea,13,1,90,,0,0
24,20150207,1500,Aston Villa,21,1,90,,0,0,Chelsea,2,1,90,66,1,0
24,20150207,1500,Aston Villa,5,1,90,48,1,0,Chelsea,24,1,90,,0,0
24,20150207,1500,Aston Villa,6,1,90,,0,0,Chelsea,26,1,90,,0,0
24,20150207,1500,Aston Villa,23,1,90,,0,0,Chelsea,28,1,90,,0,0
24,20150207,1500,Aston Villa,25,1,90,,0,0,Chelsea,7,1,90,,1,0
24,20150207,1500,Aston Villa,8,1,74,,1,0,Chelsea,21,1,90,,0,0
24,20150207,1500,Aston Villa,15,1,90,,1,0,Chelsea,22,1,80,,0,0
24,20150207,1500,Aston Villa,16,1,90,,0,0,Chelsea,8,1,73,,0,0
24,20150207,1500,Aston Villa,10,1,80,,0,0,Chelsea,10,1,90,8,0,0
24,20150207,1500,Aston Villa,11,1,68,,0,0,Chelsea,11,1,64,,0,0
24,20150207,1500,Aston Villa,4,0,0,,0,0,Chelsea,1,0,0,,0,0
24,20150207,1500,Aston Villa,7,0,0,,0,0,Chelsea,5,0,0,,0,0
24,20150207,1500,Aston Villa,9,74,90,,0,0,Chelsea,6,0,0,,0,0
24,20150207,1500,Aston Villa,12,80,90,,0,0,Chelsea,12,73,90,,0,0
24,20150207,1500,Aston Villa,20,68,90,,0,0,Chelsea,18,64,90,,0,0
24,20150207,1500,Aston Villa,24,0,0,,0,0,Chelsea,23,80,90,,0,0
24,20150207,1500,Aston Villa,31,0,0,,0,0,Chelsea,36,0,0,,0,0
24,20150208,1230,Burnley,1,1,90,,0,0,West Bromwich Albion,1,1,90,,0,0
24,20150208,1230,Burnley,2,1,90,,0,0,West Bromwich Albion,25,1,90,,1,0
24,20150208,1230,Burnley,25,1,90,,0,0,West Bromwich Albion,23,1,90,,0,0
24,20150208,1230,Burnley,5,1,90,,0,0,West Bromwich Albion,6,1,90,,0,0
24,20150208,1230,Burnley,6,1,90,,0,0,West Bromwich Albion,4,1,90,,1,0
24,20150208,1230,Burnley,21,1,90,,0,0,West Bromwich Albion,24,1,90,,0,0
24,20150208,1230,Burnley,8,1,90,,0,0,West Bromwich Albion,5,1,90,,1,0
24,20150208,1230,Burnley,14,1,90,,0,0,West Bromwich Albion,11,1,90,45,0,0
24,20150208,1230,Burnley,37,1,90,,0,0,West Bromwich Albion,19,1,90,,0,0
24,20150208,1230,Burnley,30,1,90,11,0,0,West Bromwich Albion,10,1,90,,0,0
24,20150208,1230,Burnley,10,1,90,32,0,0,West Bromwich Albion,29,1,90,,0,0
24,20150208,1230,Burnley,4,0,0,,0,0,West Bromwich Albion,2,0,0,,0,0
24,20150208,1230,Burnley,7,0,0,,0,0,West Bromwich Albion,7,82,90,,0,0
24,20150208,1230,Burnley,9,0,0,,0,0,West Bromwich Albion,8,0,0,,0,0
24,20150208,1230,Burnley,11,45,90,,0,0,West Bromwich Albion,9,45,90,67,1,0
24,20150208,1230,Burnley,18,0,0,,0,0,West Bromwich Albion,15,0,0,,0,0
24,20150208,1230,Burnley,19,0,0,,0,0,West Bromwich Albion,18,18,90,,0,0
24,20150208,1230,Burnley,22,0,0,,0,0,West Bromwich Albion,38,0,0,,0,0
24,20150207,1730,Everton,1,1,90,,0,0,Liverpool,22,1,90,,0,0
24,20150207,1730,Everton,23,1,90,,0,0,Liverpool,23,1,90,,0,0
24,20150207,1730,Everton,26,1,90,,0,0,Liverpool,37,1,90,,0,0
24,20150207,1730,Everton,6,1,90,,0,0,Liverpool,17,1,90,,0,0
24,20150207,1730,Everton,8,1,90,,1,0,Liverpool,33,1,90,,0,0
