"Liverpool",1,"Jones","Brad"
"Liverpool",2,"Johnson","Glen"
"Liverpool",3,"Enrique","Jose"
"Liverpool",4,"Toure","Kolo"
"Liverpool",6,"Lovren","Dejan"
"Liverpool",8,"Gerrard","Steven"
"Liverpool",9,"Lambert","Rickie"
"Liverpool",10,"Coutinho","Philippe"
"Liverpool",11,"Assaidi","Oussama"
"Liverpool",14,"Henderson","Jordan"
"Liverpool",15,"Sturridge","Daniel"
"Liverpool",16,"Coates","Sebastian"
"Liverpool",17,"Sakho","Mamadou"
"Liverpool",18,"Moreno","Alberto"
"Liverpool",19,"Manquillo","Javier"
"Liverpool",20,"Lallana","Adam"
"Liverpool",21,"Lucas","Leiva"
"Liverpool",22,"Mignolet","Simon"
"Liverpool",23,"Can","Emre"
"Liverpool",24,"Allen","Joe"
"Liverpool",26,"Ilori","Tiago"
"Liverpool",29,"Borini","Fabio"
"Liverpool",30,"Suso",
"Liverpool",31,"Sterling","Raheem"
"Liverpool",32,"Brannagan","Cameron"
"Liverpool",33,"Ibe","Jordon"
"Liverpool",36,"Yesil","Samed"
"Liverpool",37,"Skrtel","Martin"
"Liverpool",38,"Flanagan","Jon"
"Liverpool",41,"Dunn","Jack"
"Liverpool",44,"Smith","Brad"
"Liverpool",45,"Balotelli","Mario"
"Liverpool",46,"Rossiter","Jordan"
"Liverpool",47,"Wisdom","Andre"
"Liverpool",48,"Sinclair","Jerome"
"Liverpool",49,"Williams","Jordan"
"Liverpool",50,"Markovic","Lazar"
"Liverpool",51,"Jones","Lloyd"
"Liverpool",52,"Ward","Danny"
"Liverpool",53,"Teixeira","Joao Carlos"
"Liverpool",54,"Ojo","Oluwaseyi"
