Tottenham Hotspur,1,Lloris,Hugo
Tottenham Hotspur,13,Vorm,Michel
Tottenham Hotspur,24,Friedel,Brad
Tottenham Hotspur,2,Walker,Kyle
Tottenham Hotspur,3,Rose,Danny
Tottenham Hotspur,4,Kaboul,Younes
Tottenham Hotspur,5,Vertonghen,Jan
Tottenham Hotspur,6,Chiriches,Vlad
Tottenham Hotspur,15,Dier,Eric
Tottenham Hotspur,16,Naughton,Kyle
Tottenham Hotspur,32,Assou-Ekotto,Benoit
Tottenham Hotspur,33,Davies,Ben
Tottenham Hotspur,21,Fazio,Federico
Tottenham Hotspur,43,Fredericks,Ryan
Tottenham Hotspur,7,Lennon,Aaron
Tottenham Hotspur,8,Paulinho,
Tottenham Hotspur,11,Lamela,Erik
Tottenham Hotspur,17,Townsend,Andros
Tottenham Hotspur,19,Dembele,Mousa
Tottenham Hotspur,22,Chadli,Nacer
Tottenham Hotspur,23,Eriksen,Christian
Tottenham Hotspur,29,Capoue,Etienne
Tottenham Hotspur,38,Mason,Ryan
Tottenham Hotspur,42,Bentaleb,Nabil
Tottenham Hotspur,25,Stambouli,Benjamin
Tottenham Hotspur,9,Soldado,Roberto
Tottenham Hotspur,10,Adebayor,Emmanuel
Tottenham Hotspur,18,Kane,Harry
Tottenham Hotspur,14,Holtby,Lewis
Tottenham Hotspur,28,Carroll,Thomas
Tottenham Hotspur,56,Archer,Jordan
Tottenham Hotspur,39,Ceballos,Christian
Tottenham Hotspur,46,Ball,Dominic
