Burnley,1,Heaton,Tom
Burnley,2,Trippier,Kieran
Burnley,3,Lafferty,Daniel
Burnley,4,Duff,Michael
Burnley,5,Shackell,Jason
Burnley,6,Mee,Ben
Burnley,7,Wallace,Ross
Burnley,8,Marney,Dean
Burnley,9,Vokes,Sam
Burnley,10,Ings,Danny
Burnley,11,Kightly,Michael
Burnley,12,Cisak,Alex
Burnley,14,Jones,David
Burnley,15,Taylor,Matthew
Burnley,16,O'Neill,Luke
Burnley,17,Sordell,Marvin
Burnley,18,Reid,Steven
Burnley,19,Jutkiewicz,Lukas
Burnley,22,Gilks,Matt
Burnley,28,Long,Kevin
Burnley,30,Barnes,Ashley
Burnley,31,Richardson,Callum
Burnley,32,Howieson,Cameron
Burnley,33,Hewitt,Steven
Burnley,34,Anderson,Tom
Burnley,35,Whitmore,Alex
Burnley,36,Mitchell,Conor
Burnley,37,Arfield,Scott
Burnley,38,Dummigan,Cameron
Burnley,39,Frost,Jamie
Burnley,40,Nizic,Danijel
Burnley,41,Hall,Jadan
Burnley,42,Daly,Luke
Burnley,43,Galvin,Evan
Burnley,44,Gilchrist,Jason
Burnley,45,Lowe,Nathan
Burnley,46,Ly,Kevin
